building_id,district,postal_code,address,latitude,longitude,construction_year,building_type,num_units,total_area_m2,num_floors,roof_type,facade_material,window_type,heating_system,heating_age,insulation_walls,insulation_roof,insulation_basement,ownership_type,epc_rating,epc_date,energy_consumption_kwh_m2,last_renovation_year,listed_building
BLD-01616,Neukölln,12047,Zehlendorfer Str. 102,52.459068,13.420715,1990,Modern,8,523.7,4,Mansard,Brick,Mixed,Gas boiler,12,Partial,Full,None,Corporate landlord,C,2018-08-01,84.4,,FALSE
BLD-01617,Marzahn-Hellersdorf,12683,Innsbrucker Str. 147,52.531078,13.555916,1979,Plattenbau,55,5979.7,7,Mansard,Prefab panel,Double-pane,Electric,10,Partial,Full,Partial,Housing cooperative,F,2023-01-27,186.7,1995,FALSE
BLD-01618,Neukölln,12049,Innsbrucker Str. 4,52.489567,13.467791,1982,Plattenbau,35,2210.7,8,Mansard,Prefab panel,Triple-pane,Mixed,30,Partial,Partial,None,Municipal,F,2016-03-02,185.1,,FALSE
BLD-01619,Treptow-Köpenick,12487,Neuköllner Str. 8,52.476514,13.496037,1880,Gründerzeit,36,2695.8,2,Flat,Brick,Mixed,Mixed,10,Partial,Partial,Partial,Corporate landlord,G,2016-11-11,246.5,1998,FALSE
BLD-01620,Charlottenburg-Wilmersdorf,10589,Spandauer Str. 175,52.517978,13.282752,2006,Modern,18,1072.4,5,Hip,Concrete,Mixed,Heat pump,23,None,Partial,Full,Housing cooperative,B,2021-02-09,69.7,,FALSE
BLD-01621,Neukölln,12047,Karl-Marx-Allee 141,52.45523,13.447031,1948,Post-war,19,1309.8,9,Pitched,Render,Double-pane,Heat pump,28,None,Full,Partial,Condominium,G,2022-01-21,236.4,1994,FALSE
BLD-01622,Reinickendorf,13437,Karl-Marx-Allee 5,52.570907,13.29731,1960,Post-war,4,332.9,2,Mansard,Mixed,Single-pane,Oil boiler,9,Full,None,None,Condominium,G,2019-10-25,218.5,2003,FALSE
BLD-01623,Mitte,10117,Warschauer Str. 34,52.523367,13.419802,1970,Plattenbau,4,384.1,4,Flat,Prefab panel,Single-pane,District heating,18,None,None,Partial,Condominium,F,2022-03-05,178.2,,FALSE
BLD-01624,Steglitz-Zehlendorf,12169,Hellersdorfer Str. 37,52.455844,13.328255,1910,Gründerzeit,37,3794.2,2,Pitched,Render,Double-pane,Gas boiler,28,Partial,None,None,Municipal,G,2021-11-12,232.5,2020,FALSE
BLD-01625,Spandau,13581,Prenzlauer Allee 96,52.521193,13.240069,1960,Post-war,10,1068.6,3,Hip,Brick,Single-pane,Oil boiler,30,None,None,None,Private landlord,G,2015-05-06,215.2,2008,FALSE
BLD-01626,Reinickendorf,13437,Frankfurter Allee 126,52.579854,13.297988,1972,1970s block,6,603.9,8,Flat,Sandstone,Single-pane,District heating,19,None,None,Full,Private landlord,F,2016-05-02,160.1,2010,FALSE
BLD-01627,Lichtenberg,13057,Tempelhofer Damm 26,52.522687,13.538476,1996,Modern,5,505.0,7,Mansard,Prefab panel,Double-pane,Mixed,16,Partial,None,Full,Condominium,C,2016-06-29,98.2,2014,FALSE
BLD-01628,Steglitz-Zehlendorf,14195,Innsbrucker Str. 166,52.467685,13.25738,1978,1970s block,11,816.7,5,Mansard,Mixed,Single-pane,Mixed,20,Full,None,Partial,Municipal,F,2019-07-16,164.1,,FALSE
BLD-01629,Lichtenberg,13051,Frankfurter Allee 23,52.521812,13.473271,1891,Altbau,51,5096.9,4,Mansard,Sandstone,Double-pane,Heat pump,29,None,Full,None,Corporate landlord,H,2021-03-11,253.0,2015,TRUE
BLD-01630,Friedrichshain-Kreuzberg,10967,Greifswalder Str. 6,52.501909,13.455254,1960,Post-war,13,1220.3,2,Hip,Brick,Triple-pane,Gas boiler,20,None,None,None,Condominium,E,2016-12-30,159.6,2004,FALSE
BLD-01631,Reinickendorf,13437,Richardstr. 153,52.598183,13.351453,1961,Plattenbau,22,1891.9,7,Hip,Prefab panel,Single-pane,Heat pump,6,None,Partial,None,Private landlord,E,2022-08-19,158.1,,FALSE
BLD-01632,Marzahn-Hellersdorf,12685,Karl-Marx-Str. 120,52.520057,13.589605,1970,1970s block,16,1166.1,6,Pitched,Brick,Double-pane,Electric,23,Full,None,Partial,Corporate landlord,F,2021-05-25,188.4,1992,FALSE
BLD-01633,Friedrichshain-Kreuzberg,10963,Kastanienallee 30,52.511482,13.477856,1886,Gründerzeit,14,1316.2,8,Hip,Brick,Single-pane,Electric,13,None,None,Partial,Housing cooperative,G,2020-02-22,241.5,1994,FALSE
BLD-01634,Treptow-Köpenick,12559,Bergmannstr. 176,52.469336,13.552152,1972,1970s block,14,1340.2,3,Flat,Mixed,Mixed,Mixed,31,Partial,None,Partial,Corporate landlord,F,2021-08-31,173.2,,FALSE
BLD-01635,Steglitz-Zehlendorf,14167,Landsberger Allee 55,52.472077,13.322113,1989,1980s block,17,1760.2,7,Flat,Sandstone,Triple-pane,Mixed,33,None,None,None,Municipal,F,2020-09-30,170.4,2006,FALSE
BLD-01636,Marzahn-Hellersdorf,12683,Hellersdorfer Str. 3,52.527817,13.55699,1990,Modern,17,1399.2,5,Mansard,Sandstone,Mixed,Electric,20,None,None,None,Housing cooperative,C,2018-07-04,93.1,2007,FALSE
BLD-01637,Spandau,13589,Kolonnenstr. 104,52.514964,13.247411,1981,1980s block,25,1561.2,8,Mansard,Prefab panel,Mixed,District heating,20,Partial,Partial,Partial,Municipal,E,2018-12-23,144.6,1996,FALSE
BLD-01638,Mitte,10119,Brunsbütteler Damm 54,52.51999,13.398987,1987,1980s block,12,965.0,2,Hip,Prefab panel,Mixed,Oil boiler,29,Full,None,None,Corporate landlord,E,2023-06-25,143.5,,FALSE
BLD-01639,Steglitz-Zehlendorf,14167,Berliner Str. 97,52.45997,13.311763,1976,1970s block,11,1204.5,5,Pitched,Render,Mixed,District heating,4,None,None,Partial,Municipal,F,2022-04-25,162.2,2019,FALSE
BLD-01640,Tempelhof-Schöneberg,10779,Wrangelstr. 81,52.494607,13.378026,1990,Modern,22,1805.2,2,Flat,Render,Mixed,District heating,10,Partial,None,None,Condominium,C,2017-03-19,94.0,2023,FALSE
BLD-01641,Mitte,10117,Lichtenberger Str. 155,52.533084,13.39044,1948,Post-war,19,1757.8,7,Pitched,Mixed,Single-pane,Gas boiler,9,None,None,None,Municipal,F,2018-07-14,188.4,,FALSE
BLD-01642,Steglitz-Zehlendorf,14165,Kolonnenstr. 40,52.466399,13.265627,1955,Post-war,24,1568.7,2,Flat,Concrete,Single-pane,Heat pump,5,None,Partial,Partial,Housing cooperative,F,2019-10-03,184.9,2011,FALSE
BLD-01643,Marzahn-Hellersdorf,12627,Hermannstr. 178,52.541966,13.561977,1968,1970s block,6,343.5,2,Pitched,Render,Single-pane,District heating,27,None,None,Partial,Housing cooperative,F,2017-12-23,167.4,2013,FALSE
BLD-01644,Neukölln,12055,Marzahner Chaussee 145,52.45889,13.419607,1989,Plattenbau,44,4734.9,3,Flat,Prefab panel,Triple-pane,Mixed,1,None,None,None,Municipal,F,2018-08-23,165.6,,FALSE
BLD-01645,Friedrichshain-Kreuzberg,10247,Gatower Str. 167,52.499221,13.428966,1980,Plattenbau,47,3527.7,2,Mansard,Prefab panel,Triple-pane,Heat pump,23,None,None,None,Condominium,F,2022-07-12,168.6,,FALSE
BLD-01646,Steglitz-Zehlendorf,14165,Karl-Marx-Str. 14,52.466508,13.27061,1973,Plattenbau,15,1178.7,7,Hip,Prefab panel,Single-pane,Electric,20,None,Partial,Partial,Condominium,F,2017-08-08,180.2,2021,FALSE
BLD-01647,Charlottenburg-Wilmersdorf,10585,Schönhauser Allee 8,52.4992,13.337644,1981,1980s block,24,1848.4,5,Hip,Mixed,Mixed,District heating,28,None,Partial,None,Corporate landlord,E,2015-03-13,134.8,,FALSE
BLD-01648,Pankow,10115,Karl-Marx-Str. 174,52.568212,13.413707,1895,Altbau,8,780.2,9,Pitched,Render,Triple-pane,Gas boiler,5,None,Partial,None,Housing cooperative,H,2022-08-09,279.4,,TRUE
BLD-01649,Charlottenburg-Wilmersdorf,10623,Innsbrucker Str. 112,52.49885,13.322812,1986,1980s block,30,3155.4,4,Hip,Concrete,Mixed,Gas boiler,13,None,None,None,Condominium,F,2023-06-20,187.3,2004,FALSE
BLD-01650,Lichtenberg,10317,Britzer Damm 167,52.528328,13.481029,1981,1980s block,5,508.8,2,Flat,Brick,Triple-pane,Gas boiler,11,Partial,None,Partial,Condominium,E,2019-09-08,137.5,,FALSE
BLD-01651,Treptow-Köpenick,12439,Innsbrucker Str. 114,52.484223,13.531091,1998,Modern,7,685.1,9,Mansard,Prefab panel,Mixed,Electric,21,Partial,Full,Full,Municipal,D,2023-03-31,109.4,2013,FALSE
BLD-01652,Treptow-Köpenick,12439,Torstr. 178,52.443107,13.499352,2006,Modern,28,3018.4,2,Flat,Render,Mixed,Electric,4,Full,None,Full,Housing cooperative,C,2017-11-25,89.4,2020,FALSE
BLD-01653,Marzahn-Hellersdorf,12679,Nonnendammallee 105,52.516181,13.601673,1906,Altbau,28,2536.0,2,Mansard,Render,Single-pane,Mixed,17,None,Partial,None,Housing cooperative,G,2016-12-25,246.0,2003,FALSE
BLD-01654,Neukölln,12051,Gatower Str. 67,52.471425,13.442847,1898,Altbau,2,155.8,6,Hip,Render,Single-pane,Gas boiler,28,None,None,None,Private landlord,G,2016-08-05,235.9,2022,FALSE
BLD-01655,Neukölln,12047,Heerstr. 16,52.474101,13.419304,1899,Gründerzeit,10,1041.5,4,Pitched,Mixed,Triple-pane,Oil boiler,8,None,None,Partial,Municipal,G,2015-04-20,242.5,,FALSE
BLD-01656,Neukölln,12045,Schönhauser Allee 86,52.477592,13.46649,1979,1970s block,24,2036.4,8,Pitched,Concrete,Single-pane,Mixed,26,Partial,Partial,Partial,Municipal,F,2018-06-05,170.9,2013,FALSE
BLD-01657,Pankow,13187,Potsdamer Str. 45,52.569132,13.397182,1904,Gründerzeit,18,1541.1,4,Mansard,Concrete,Mixed,Mixed,18,None,None,None,Private landlord,G,2019-06-22,249.3,1995,FALSE
BLD-01658,Friedrichshain-Kreuzberg,10969,Heerstr. 113,52.512023,13.45337,1914,Altbau,9,495.6,9,Hip,Render,Double-pane,Oil boiler,11,Partial,None,None,Private landlord,G,2020-05-18,222.7,1996,FALSE
BLD-01659,Mitte,10178,Landsberger Allee 58,52.53154,13.372911,1976,1970s block,20,1905.2,7,Hip,Render,Mixed,Oil boiler,27,None,None,Partial,Private landlord,F,2022-07-06,162.9,,FALSE
BLD-01660,Friedrichshain-Kreuzberg,10243,Bergmannstr. 14,52.518159,13.454239,2005,Modern,3,246.9,3,Mansard,Brick,Mixed,District heating,1,Full,Partial,Full,Housing cooperative,D,2015-07-16,117.1,,FALSE
BLD-01661,Marzahn-Hellersdorf,12683,Landsberger Allee 175,52.517356,13.593382,1981,1980s block,3,167.0,3,Flat,Sandstone,Triple-pane,Oil boiler,31,None,None,Partial,Housing cooperative,F,2022-04-09,162.8,2011,FALSE
BLD-01662,Marzahn-Hellersdorf,12681,Kolonnenstr. 80,52.524458,13.600695,1959,Post-war,26,1925.6,4,Hip,Mixed,Mixed,Mixed,17,Partial,None,None,Condominium,G,2015-08-19,207.2,,FALSE
BLD-01663,Friedrichshain-Kreuzberg,10963,Eberswalder Str. 11,52.514464,13.432671,1905,Gründerzeit,45,2705.0,7,Flat,Concrete,Single-pane,Electric,15,None,Full,Partial,Municipal,G,2023-11-08,223.0,2015,FALSE
BLD-01664,Lichtenberg,13059,Britzer Damm 2,52.512069,13.478065,1896,Gründerzeit,22,1810.6,7,Pitched,Render,Single-pane,Mixed,3,Partial,Full,Partial,Housing cooperative,H,2020-11-03,263.2,,FALSE
BLD-01665,Treptow-Köpenick,12559,Köpenicker Str. 9,52.443942,13.507287,1979,1980s block,8,661.5,7,Flat,Prefab panel,Mixed,Oil boiler,29,None,Partial,None,Housing cooperative,E,2017-12-23,156.2,,FALSE
BLD-01666,Marzahn-Hellersdorf,12685,Richardstr. 63,52.529653,13.552786,1948,Post-war,16,965.5,3,Pitched,Brick,Double-pane,Mixed,34,Partial,None,None,Housing cooperative,G,2023-12-24,214.2,1994,FALSE
BLD-01667,Spandau,13593,Köpenicker Str. 142,52.540484,13.242795,2000,Modern,21,2100.4,5,Pitched,Concrete,Triple-pane,Electric,27,None,Full,Partial,Private landlord,D,2020-08-10,105.4,2002,FALSE
BLD-01668,Neukölln,12049,Gatower Str. 3,52.477779,13.451591,1881,Gründerzeit,58,3661.5,4,Hip,Prefab panel,Single-pane,Electric,32,Partial,None,None,Condominium,H,2015-02-05,256.5,,FALSE
BLD-01669,Treptow-Köpenick,12439,Spandauer Str. 141,52.481132,13.531704,1883,Gründerzeit,47,5088.3,4,Mansard,Render,Triple-pane,Electric,35,None,None,Partial,Housing cooperative,G,2020-01-05,236.5,,TRUE
BLD-01670,Pankow,13088,Spandauer Str. 141,52.586774,13.466257,1956,Post-war,17,1010.4,4,Hip,Brick,Single-pane,Heat pump,22,None,Partial,None,Corporate landlord,F,2015-07-14,177.5,2012,FALSE
BLD-01671,Marzahn-Hellersdorf,12623,Mariendorfer Damm 159,52.529072,13.600499,1987,1980s block,22,1923.5,9,Hip,Render,Triple-pane,Oil boiler,18,None,Partial,Partial,Housing cooperative,F,2020-10-01,168.6,,FALSE
BLD-01672,Spandau,13583,Köpenicker Str. 35,52.520602,13.180299,2008,Modern,24,1869.1,5,Pitched,Mixed,Triple-pane,Electric,28,Partial,Partial,Full,Condominium,C,2022-10-19,97.2,2019,FALSE
BLD-01673,Reinickendorf,13409,Heerstr. 155,52.566303,13.361665,1877,Altbau,11,1114.1,6,Mansard,Prefab panel,Single-pane,District heating,28,None,Partial,None,Housing cooperative,G,2019-07-26,248.3,,FALSE
BLD-01674,Steglitz-Zehlendorf,14167,Warschauer Str. 180,52.454947,13.276186,1987,Plattenbau,59,6380.0,2,Hip,Prefab panel,Double-pane,Mixed,27,None,None,Partial,Housing cooperative,F,2021-11-17,175.6,,FALSE
BLD-01675,Steglitz-Zehlendorf,12169,Warschauer Str. 116,52.434596,13.243161,1999,Modern,9,521.2,5,Hip,Mixed,Double-pane,Mixed,32,Partial,Partial,None,Private landlord,C,2021-01-08,84.4,2020,FALSE
BLD-01676,Spandau,13595,Wrangelstr. 17,52.549249,13.20465,1905,Gründerzeit,8,715.2,4,Flat,Sandstone,Triple-pane,Electric,12,None,None,None,Corporate landlord,H,2020-06-22,258.8,1993,FALSE
BLD-01677,Tempelhof-Schöneberg,10779,Hermannstr. 160,52.469353,13.39174,1896,Gründerzeit,23,1741.5,8,Mansard,Render,Single-pane,Oil boiler,6,None,None,None,Corporate landlord,H,2015-04-28,282.7,,FALSE
BLD-01678,Lichtenberg,10319,Torstr. 170,52.510236,13.475322,1990,1980s block,19,1497.3,8,Pitched,Prefab panel,Mixed,Oil boiler,25,None,None,Full,Corporate landlord,E,2023-01-06,135.0,2010,FALSE
BLD-01679,Treptow-Köpenick,12439,Eberswalder Str. 115,52.489677,13.56407,1891,Altbau,11,751.7,2,Flat,Mixed,Single-pane,Electric,35,None,None,Partial,Corporate landlord,G,2020-02-29,239.9,,FALSE
BLD-01680,Pankow,13088,Neuköllner Str. 111,52.57729,13.462617,1976,1970s block,15,929.6,6,Hip,Mixed,Single-pane,Heat pump,9,None,Partial,None,Municipal,E,2021-01-27,140.6,2011,FALSE
BLD-01681,Pankow,13189,Karl-Marx-Allee 63,52.563138,13.414085,1960,Plattenbau,34,2709.3,9,Flat,Prefab panel,Triple-pane,Gas boiler,1,Full,Partial,None,Municipal,F,2017-01-15,170.3,2004,FALSE
BLD-01682,Spandau,13591,Richardstr. 123,52.546597,13.232807,1970,Plattenbau,59,3808.0,8,Flat,Prefab panel,Triple-pane,Heat pump,3,None,Partial,Partial,Private landlord,F,2017-11-09,192.9,,FALSE
BLD-01683,Steglitz-Zehlendorf,14169,Innsbrucker Str. 57,52.439825,13.324737,2010,Modern,23,1480.3,4,Mansard,Render,Double-pane,Oil boiler,11,Partial,Partial,Full,Housing cooperative,C,2015-06-21,92.9,2013,FALSE
BLD-01684,Steglitz-Zehlendorf,14163,Landsberger Allee 149,52.470871,13.286909,1894,Gründerzeit,59,5351.8,9,Mansard,Brick,Single-pane,Heat pump,35,None,None,None,Private landlord,H,2019-01-13,264.6,2016,FALSE
BLD-01685,Spandau,13593,Heerstr. 101,52.549125,13.212216,1905,Gründerzeit,57,4326.7,7,Pitched,Prefab panel,Triple-pane,Electric,17,None,None,None,Municipal,H,2020-08-07,257.1,2003,FALSE
BLD-01686,Pankow,10439,Gatower Str. 155,52.588242,13.394673,1951,Post-war,19,2004.3,9,Hip,Brick,Single-pane,Heat pump,11,None,Partial,None,Condominium,F,2022-08-06,191.4,2010,FALSE
BLD-01687,Marzahn-Hellersdorf,12629,Schönhauser Allee 125,52.55315,13.569522,1968,1970s block,22,1459.7,7,Pitched,Concrete,Double-pane,District heating,16,None,None,Partial,Corporate landlord,F,2020-09-26,172.4,,FALSE
BLD-01688,Reinickendorf,13469,Britzer Damm 37,52.577446,13.359372,1982,1980s block,9,705.0,7,Pitched,Prefab panel,Mixed,Gas boiler,3,Full,None,Partial,Corporate landlord,E,2022-07-22,138.4,,FALSE
BLD-01689,Charlottenburg-Wilmersdorf,10623,Wrangelstr. 84,52.505996,13.338639,1975,1970s block,2,179.9,4,Hip,Render,Single-pane,Heat pump,5,Partial,Partial,Partial,Housing cooperative,F,2019-04-10,166.2,2017,FALSE
BLD-01690,Steglitz-Zehlendorf,14169,Eberswalder Str. 91,52.461358,13.292323,1973,1970s block,20,1772.8,7,Mansard,Prefab panel,Single-pane,Oil boiler,21,Partial,Partial,None,Condominium,F,2022-09-20,196.0,1998,FALSE
BLD-01691,Lichtenberg,10317,Richardstr. 74,52.51494,13.491025,1905,Altbau,16,1709.0,7,Mansard,Concrete,Mixed,Oil boiler,10,Partial,None,None,Private landlord,G,2020-01-31,244.1,2023,FALSE
BLD-01692,Treptow-Köpenick,12439,Sonnenallee 25,52.478742,13.487431,1882,Gründerzeit,41,2463.7,4,Mansard,Render,Single-pane,Oil boiler,21,None,None,Partial,Condominium,H,2015-09-03,256.1,1992,FALSE
BLD-01693,Lichtenberg,10319,Köpenicker Str. 68,52.516311,13.497,1971,1970s block,2,143.0,4,Pitched,Concrete,Triple-pane,Mixed,16,Full,Partial,None,Condominium,F,2023-02-11,167.9,2000,FALSE
BLD-01694,Spandau,13589,Lichtenberger Str. 52,52.510432,13.229156,1893,Gründerzeit,16,1446.7,6,Pitched,Sandstone,Single-pane,District heating,6,None,Full,None,Corporate landlord,H,2015-06-08,250.9,2000,FALSE
BLD-01695,Marzahn-Hellersdorf,12679,Karl-Marx-Allee 73,52.536235,13.544279,1895,Gründerzeit,40,2394.8,6,Flat,Concrete,Single-pane,Heat pump,1,None,None,None,Private landlord,H,2021-03-17,257.7,1995,FALSE
BLD-01696,Friedrichshain-Kreuzberg,10249,Landsberger Allee 68,52.514998,13.464461,1896,Gründerzeit,47,3807.7,7,Flat,Concrete,Mixed,Electric,28,None,None,None,Condominium,H,2020-03-06,266.1,2016,FALSE
BLD-01697,Neukölln,12049,Potsdamer Str. 39,52.465162,13.417705,1880,Altbau,41,4245.8,3,Flat,Sandstone,Single-pane,District heating,3,Partial,None,Partial,Private landlord,G,2018-04-02,246.3,2009,FALSE
BLD-01698,Pankow,13189,Gatower Str. 166,52.587539,13.384567,1990,1980s block,4,369.0,8,Mansard,Prefab panel,Double-pane,District heating,8,None,Partial,None,Corporate landlord,E,2016-03-17,150.8,1993,FALSE
BLD-01699,Friedrichshain-Kreuzberg,10249,Marzahner Chaussee 179,52.499805,13.443553,1963,Plattenbau,30,2035.3,4,Hip,Prefab panel,Mixed,Heat pump,32,None,None,Partial,Private landlord,F,2018-05-15,177.3,1994,FALSE
BLD-01700,Friedrichshain-Kreuzberg,10243,Marzahner Chaussee 145,52.516456,13.433059,1909,Altbau,9,638.8,9,Mansard,Brick,Single-pane,Mixed,14,None,Partial,Full,Condominium,G,2015-04-04,249.8,2005,FALSE
BLD-01701,Spandau,13591,Berliner Str. 66,52.529344,13.24707,1986,1980s block,26,1923.3,8,Hip,Render,Triple-pane,Mixed,10,None,Partial,Partial,Housing cooperative,F,2022-12-07,168.0,2019,FALSE
BLD-01702,Friedrichshain-Kreuzberg,10965,Zehlendorfer Str. 7,52.513898,13.432538,1886,Gründerzeit,44,4742.4,9,Pitched,Brick,Mixed,Mixed,4,Full,None,Partial,Housing cooperative,G,2023-08-23,234.2,2018,FALSE
BLD-01703,Mitte,10117,Britzer Damm 53,52.530194,13.398667,1897,Altbau,27,1518.7,9,Mansard,Sandstone,Triple-pane,Electric,26,Partial,None,None,Municipal,G,2022-09-12,216.0,1998,FALSE
BLD-01704,Charlottenburg-Wilmersdorf,10623,Nonnendammallee 28,52.514151,13.284149,2000,Modern,18,1763.5,2,Hip,Brick,Triple-pane,Mixed,4,None,Partial,Full,Corporate landlord,B,2019-09-20,70.1,,FALSE
BLD-01705,Spandau,13587,Zehlendorfer Str. 87,52.547997,13.235936,1986,1980s block,11,1138.4,6,Flat,Sandstone,Mixed,District heating,16,Partial,None,Partial,Municipal,F,2018-10-04,161.6,1990,FALSE
BLD-01706,Neukölln,12047,Sonnenallee 139,52.459975,13.461055,1902,Gründerzeit,11,938.0,7,Mansard,Mixed,Single-pane,Oil boiler,8,None,None,Partial,Condominium,G,2021-12-15,243.6,2016,FALSE
BLD-01707,Charlottenburg-Wilmersdorf,10625,Greifswalder Str. 110,52.508178,13.291557,1976,1970s block,19,1617.5,5,Hip,Concrete,Single-pane,Electric,13,Full,None,Partial,Condominium,G,2017-09-12,225.4,1992,FALSE
BLD-01708,Charlottenburg-Wilmersdorf,10629,Pappelallee 106,52.498937,13.305486,1972,1970s block,18,1720.7,8,Mansard,Brick,Single-pane,Heat pump,6,Partial,None,None,Condominium,F,2015-06-08,175.6,1996,FALSE
BLD-01709,Steglitz-Zehlendorf,12167,Schönhauser Allee 32,52.455879,13.283271,1951,Post-war,18,994.8,6,Pitched,Brick,Triple-pane,Oil boiler,6,None,Partial,Partial,Housing cooperative,F,2019-12-05,177.4,,FALSE
BLD-01710,Spandau,13587,Berliner Str. 107,52.541637,13.242414,1985,1980s block,5,359.4,3,Pitched,Concrete,Triple-pane,Gas boiler,6,None,Partial,Partial,Corporate landlord,E,2021-10-24,157.5,,FALSE
BLD-01711,Mitte,10119,Danziger Str. 98,52.521834,13.405464,1960,Post-war,10,957.8,4,Flat,Render,Single-pane,Oil boiler,15,None,None,Partial,Municipal,F,2020-01-26,168.2,,FALSE
BLD-01712,Mitte,10117,Danziger Str. 162,52.520801,13.409965,2000,Modern,10,1016.2,7,Mansard,Mixed,Triple-pane,Heat pump,2,None,Full,None,Private landlord,C,2017-08-03,80.8,2003,FALSE
BLD-01713,Tempelhof-Schöneberg,10781,Landsberger Allee 134,52.461848,13.384281,1977,1970s block,17,1577.3,6,Pitched,Mixed,Triple-pane,Mixed,14,None,Partial,None,Municipal,E,2023-12-12,135.3,2013,FALSE
BLD-01714,Mitte,10179,Kolonnenstr. 6,52.521497,13.403959,1898,Gründerzeit,14,792.6,6,Pitched,Render,Triple-pane,Gas boiler,35,None,Partial,None,Private landlord,H,2015-10-13,255.0,,FALSE
BLD-01715,Spandau,13581,Prenzlauer Allee 144,52.520825,13.237137,1949,Post-war,29,2891.7,9,Pitched,Brick,Double-pane,Heat pump,22,Full,None,None,Corporate landlord,F,2018-10-05,172.2,1997,FALSE
BLD-01716,Pankow,13156,Britzer Damm 110,52.552754,13.435175,1984,1980s block,11,1110.4,4,Hip,Mixed,Mixed,Oil boiler,28,None,Full,Partial,Condominium,G,2020-04-28,209.2,,FALSE
BLD-01717,Mitte,10115,Berliner Str. 166,52.523298,13.416511,1971,1970s block,10,803.5,6,Mansard,Mixed,Mixed,District heating,15,Partial,None,Partial,Housing cooperative,E,2022-07-24,145.4,,FALSE
BLD-01718,Charlottenburg-Wilmersdorf,14195,Danziger Str. 132,52.497978,13.291361,1986,1980s block,24,2226.6,3,Pitched,Brick,Double-pane,Heat pump,1,None,None,None,Municipal,F,2021-03-28,164.4,1996,FALSE
BLD-01719,Reinickendorf,13435,Zehlendorfer Str. 20,52.583632,13.317027,1997,Modern,3,309.2,6,Mansard,Sandstone,Triple-pane,Gas boiler,19,Partial,Full,Full,Condominium,D,2022-01-06,105.9,2018,FALSE
BLD-01720,Charlottenburg-Wilmersdorf,10627,Gatower Str. 52,52.514977,13.334171,1996,Modern,17,1565.7,4,Hip,Mixed,Triple-pane,Heat pump,32,Partial,None,Partial,Corporate landlord,B,2021-03-22,67.9,,FALSE
BLD-01721,Pankow,13158,Innsbrucker Str. 121,52.584263,13.414052,1875,Altbau,23,2382.7,4,Pitched,Sandstone,Triple-pane,Gas boiler,34,None,None,None,Corporate landlord,G,2018-02-11,239.1,,FALSE
BLD-01722,Mitte,10178,Tempelhofer Damm 31,52.529554,13.376041,1889,Altbau,27,1863.0,6,Pitched,Brick,Mixed,District heating,4,None,None,None,Corporate landlord,G,2020-02-17,211.6,2009,FALSE
BLD-01723,Spandau,13595,Heerstr. 140,52.51958,13.231217,1900,Gründerzeit,50,5417.7,7,Flat,Concrete,Single-pane,Mixed,31,None,Full,None,Housing cooperative,G,2021-04-10,227.4,2021,FALSE
BLD-01724,Mitte,10178,Invalidenstraße 88,52.526206,13.414368,1965,Plattenbau,23,1463.4,3,Pitched,Prefab panel,Single-pane,District heating,11,None,None,None,Municipal,F,2020-06-01,185.0,1993,FALSE
BLD-01725,Lichtenberg,13057,Gatower Str. 111,52.513537,13.471367,1960,Post-war,25,2130.3,5,Flat,Sandstone,Triple-pane,Heat pump,5,Partial,None,None,Municipal,G,2018-06-13,232.4,2023,FALSE
